Year,Quarter,Airline,PaxToIndia,PaxFromIndia,FreightToIndia,FreightFromIndia
524.012,576.494,CHINA EASTERN AIRLINES,27094,17,1,29546
539.142,355.968,CHINA EASTERN AIRLINES,25434,16,3,24978
558.765,547.866,CHINA EASTERN AIRLINES,19896,15,3,18943
584.602,444.027,CHINA EASTERN AIRLINES,23996,16,1,24766
694.603,233.887,CHINA EASTERN AIRLINES,0,21,1,0
697.373,344.874,CHINA EASTERN AIRLINES,25807,16,2,29119
697.592,798.225,CHINA EASTERN AIRLINES,31706,19,1,32769
728.672,374.541,CHINA EASTERN AIRLINES,26179,15,4,24575
730.207,602.797,CHINA EASTERN AIRLINES,23306,17,3,22794
828.004,759.449,CHINA EASTERN AIRLINES,22309,15,2,23529
833.336,546.095,CHINA EASTERN AIRLINES,31420,16,4,29517
850.0852,818.5986,CHINA EASTERN AIRLINES,32710,19,3,34160
857.374,954.665,CHINA EASTERN AIRLINES,32767,19,2,35046
886.034,782.151,CHINA EASTERN AIRLINES,31324,18,3,30852
903.443,1026.768,CHINA EASTERN AIRLINES,27839,18,1,31013
92.2652,81.757,CHINA EASTERN AIRLINES,0,20,2,646
952.671,742.138,CHINA EASTERN AIRLINES,28445,17,4,26408
958.334,792.031,CHINA EASTERN AIRLINES,34356,18,4,30620
0,0,CHINA SOUTHERN ,0,20,3,445
110.461,204.7,CHINA SOUTHERN ,12982,15,1,16108
125.009,58.53,CHINA SOUTHERN ,20176,17,3,18665
131.238,102.725,CHINA SOUTHERN ,0,20,2,302
136.774,105.214,CHINA SOUTHERN ,16336,15,2,18166
143.632,141.648,CHINA SOUTHERN ,17749,15,3,16487
1646.482,300.859,CHINA SOUTHERN ,39976,19,1,40383
1727.134,363.876,CHINA SOUTHERN ,40112,19,3,37651
1780.027,318.59307,CHINA SOUTHERN ,44834,19,4,42550
1864.16,475.857,CHINA SOUTHERN ,42582,18,4,42067
2127.813,215.074,CHINA SOUTHERN ,35683,18,2,40193
2258.843,543.77,CHINA SOUTHERN ,43531,19,2,52088
2595.919,231.911,CHINA SOUTHERN ,37978,18,3,33268
2817.193,173.041,CHINA SOUTHERN ,22835,17,2,25497
597.088,128.093,CHINA SOUTHERN ,23203,16,1,24121
598.499,125.30983,CHINA SOUTHERN ,15521,20,1,12806
600.128,142.542,CHINA SOUTHERN ,27861,18,1,30316
663.763,305.254,CHINA SOUTHERN ,21507,16,2,26139
679.882,43.597,CHINA SOUTHERN ,29327,17,4,28264
75.001,118.627,CHINA SOUTHERN ,19703,16,3,16650
778.306,435.825,CHINA SOUTHERN ,34360,16,4,32788
814.119,153.59,CHINA SOUTHERN ,26550,15,4,26299
928.883,130.062,CHINA SOUTHERN ,30005,17,1,31761
176.992,190.963,DELTA AIRLINES,22640,15,1,23140
11.964,54.425,DRAGON AIR,19072,16,1,21651
12.166,60.608,DRAGON AIR,30615,17,4,26389
12.375,22.586,DRAGON AIR,26586,17,3,28647
15.815,53.65,DRAGON AIR,30115,16,2,30411
16.435,79.984,DRAGON AIR,26472,16,3,26738
184.996,340.818,DRAGON AIR,34675,15,4,31536
19.076,31.203,DRAGON AIR,0,20,2,0
261.863,371.938,DRAGON AIR,0,20,3,0
326.87,501.47,DRAGON AIR,11472,20,1,14198
482.675,655.388,DRAGON AIR,24605,18,1,29289
516.855,716.261,DRAGON AIR,30338,19,2,31147
544.05,882.024,DRAGON AIR,32911,18,4,28747
56.9635,30.516,DRAGON AIR,0,20,4,0
588.392,800.306,DRAGON AIR,31943,19,4,27465
679.676,643.133,DRAGON AIR,25119,19,3,32499
692.078,590.056,DRAGON AIR,13861,15,3,13156
693.28,905.532,DRAGON AIR,22734,15,2,21938
7.42,27.352,DRAGON AIR,30871,17,2,31622
708.471,928.617,DRAGON AIR,24511,19,1,31204
718.022,678.926,DRAGON AIR,27225,18,3,30265
726.15,933.72,DRAGON AIR,30860,18,2,30942
8.716,58.977,DRAGON AIR,31157,16,4,28247
848.753,765.897,DRAGON AIR,18558,15,1,20974
9.691,28.143,DRAGON AIR,16720,17,1,20726
0,0.0075,DRUK AIR,9,20,2,78
0,1.289,DRUK AIR,95,21,1,176
0,1.3416,DRUK AIR,159,21,2,200
0.044,4.744400000000001,DRUK AIR,124,20,3,119
0.17836000000000002,0.4535,DRUK AIR,234,20,4,134
0.353,28.697,DRUK AIR,15253,19,2,16505
0.472,22.8722,DRUK AIR,1411,21,3,1391
0.547,21.224,DRUK AIR,8767,19,1,8855
0.569,18.5164,DRUK AIR,3812,22,2,3522
0.606,22.397,DRUK AIR,15563,17,2,14878
0.736,32.571,DRUK AIR,14710,18,2,14040
0.739,20.54,DRUK AIR,14093,16,2,13762
0.741,24.518,DRUK AIR,11627,17,3,10892
0.773,20.016,DRUK AIR,13639,18,4,13690
0.823,10.22738,DRUK AIR,8683,23,3,7721
0.854,15.384,DRUK AIR,10635,15,2,10596
0.8770600000000001,15.8033,DRUK AIR,9946,24,1,9727
0.881,7.966,DRUK AIR,8086,15,1,7636
0.882,24.59205,DRUK AIR,10293,18,1,9416
0.892,20.796599999999998,DRUK AIR,2267,21,4,2106
0.897,23.273,DRUK AIR,14158,17,4,13116
0.98451,0.32422,DRUK AIR,2079,20,1,2161
1.028,16.98,DRUK AIR,11662,15,4,10470
1.038,20.2273,DRUK AIR,8381,22,4,7803
1.042,20.551,DRUK AIR,12938,16,4,12506
1.0468,7.067200000000001,DRUK AIR,13284,24,2,12824
1.049,13.975,DRUK AIR,8284,15,3,6480
1.094,40.8769,DRUK AIR,17211,19,3,17554
1.118,18.305,DRUK AIR,11586,18,3,10866
1.232,17.8612,DRUK AIR,6387,22,3,5575
1.28,18.724,DRUK AIR,10589,16,3,10615
1.3476000000000001,14.0489,DRUK AIR,11598,23,4,9922
1.3699000000000001,16.2371,DRUK AIR,10974,23,2,9881
1.3771,22.01668,DRUK AIR,11809,19,4,11629
1.4215,12.7482,DRUK AIR,1522,22,1,1397
1.432,16.989,DRUK AIR,10095,17,1,9342
1.9985,11.1899,DRUK AIR,8418,23,1,7910
3.974,15.279,DRUK AIR,11816,16,1,11059
0,0,EGYPT AIR,6420,18,2,8587
0,0,EGYPT AIR,4647,20,1,6768
0,0,EGYPT AIR,10892,19,4,9950
1.829,17.355,EGYPT AIR,5957,19,3,7078
1014.716,1086.823,EGYPT AIR,2514,22,2,4289
15.08,84.301,EGYPT AIR,4377,17,3,5138
16.61,90.194,EGYPT AIR,5303,18,3,6366
161.757,1094.6,EGYPT AIR,7042,23,3,9943
17.242,12.549,EGYPT AIR,3328,16,1,3932
179.334,339.808,EGYPT AIR,5264,18,1,6617
183.287,2097.227,EGYPT AIR,6755,24,2,8749
195.259,470.938,EGYPT AIR,9689,18,4,10210
195.321,1370.638,EGYPT AIR,7022,24,1,11190
2.413,20.942,EGYPT AIR,3702,15,3,4169
2.441,25.094,EGYPT AIR,3542,16,2,4392
229.14,786.606,EGYPT AIR,6211,23,2,8660
274.653,387.956,EGYPT AIR,12228,22,4,11751
29.058,31.498,EGYPT AIR,2427,15,1,3529
3.931,47.532,EGYPT AIR,3169,16,3,3677
336.516,526.527,EGYPT AIR,9076,23,1,12733
337.164,426.704,EGYPT AIR,4728,22,3,7281
337.211,456.308,EGYPT AIR,0,21,4,0
35.958,103.022,EGYPT AIR,5027,17,2,5982
366.668,1068.835,EGYPT AIR,10937,23,4,11490
368.696,1283.843,EGYPT AIR,0,21,3,0
6.808,35.095,EGYPT AIR,7351,19,1,7940
70.696,49.279,EGYPT AIR,3365,15,2,4446
71.038,218.448,EGYPT AIR,5630,17,4,5988
8.546,93.311,EGYPT AIR,4520,17,1,4966
8.753,115.551,EGYPT AIR,4466,16,4,4248
826.385,1127.456,EGYPT AIR,0,22,1,0
83.905,44.553,EGYPT AIR,7848,19,2,6909
9.627,18.735,EGYPT AIR,3785,15,4,3927
108.929,244.453,EL-AL-ISRAEL,3653,17,1,4391
11.82,13.197,EL-AL-ISRAEL,0,21,2,270
111.763,164.755,EL-AL-ISRAEL,52,20,2,163
130.879,332.924,EL-AL-ISRAEL,7950,16,4,7832
155.4,362.634,EL-AL-ISRAEL,5903,16,2,6953
167.917,268.823,EL-AL-ISRAEL,6148,17,3,6086
173.046,310.714,EL-AL-ISRAEL,6874,15,3,6663
182.74,310.06,EL-AL-ISRAEL,5693,15,2,6692
185.035,464.488,EL-AL-ISRAEL,7450,16,3,6671
188.715,333.207,EL-AL-ISRAEL,7683,16,1,8489
19.768,60.531,EL-AL-ISRAEL,327,21,1,226
196.03,311.651,EL-AL-ISRAEL,8293,15,4,7936
211.496,503.867,EL-AL-ISRAEL,7297,18,4,6974
221.731,297.918,EL-AL-ISRAEL,5175,18,2,6082
235.488,421.466,EL-AL-ISRAEL,5855,19,3,6042
260.081,349.381,EL-AL-ISRAEL,0,21,4,0
260.507,370.417,EL-AL-ISRAEL,6763,19,4,6605
268.981,455.752,EL-AL-ISRAEL,5110,19,2,6324
269.693,392.467,EL-AL-ISRAEL,8664,15,1,9773
272.349,517.947,EL-AL-ISRAEL,7513,19,1,10000
282.128,392.609,EL-AL-ISRAEL,8803,18,1,9608
285.917,441.423,EL-AL-ISRAEL,6927,18,3,6962
291.229,167.757,EL-AL-ISRAEL,4762,17,2,5497
310.725,407.267,EL-AL-ISRAEL,8309,17,4,7559
34.774,208.407,EL-AL-ISRAEL,0,20,4,0
39.656,246.59,EL-AL-ISRAEL,0,22,1,0
6.52,18.994,EL-AL-ISRAEL,0,20,3,0
74.743,616.736,EL-AL-ISRAEL,0,21,3,0
99.314,108.23,EL-AL-ISRAEL,2459,20,1,2722
111.005,423.91154,EMIRATES AIRLINE,4315,20,2,231
12237.411689999999,29855.011685,EMIRATES AIRLINE,732037,23,4,661559
12286.609102,29835.769578000003,EMIRATES AIRLINE,184457,21,3,131576
13467.739108,28599.765270000004,EMIRATES AIRLINE,617737,23,3,741872
13551.122,39851.989,EMIRATES AIRLINE,766985,19,4,737741
13794.19831,34240.99313999999,EMIRATES AIRLINE,686581,24,2,709983
13816.862285000003,25378.948992999998,EMIRATES AIRLINE,249971,22,1,258758
13854.946,36783.213,EMIRATES AIRLINE,650761,16,3,689514
14369.362604,29253.018318,EMIRATES AIRLINE,222420,21,4,218966
14678.922,37261.584,EMIRATES AIRLINE,697246,15,4,648528
14969.758,37671.619,EMIRATES AIRLINE,667934,16,1,737194
15090.698,35139.903,EMIRATES AIRLINE,679133,18,1,722988
15096.212591,25711.696593999997,EMIRATES AIRLINE,653507,23,1,744388
15204.957,38601.095,EMIRATES AIRLINE,634185,17,1,719766
15211.672420999997,26625.649544999997,EMIRATES AIRLINE,720201,22,4,664271
15241.346623000001,25924.028965999998,EMIRATES AIRLINE,139399,21,2,53594
15272.086501000002,22698.128982000002,EMIRATES AIRLINE,192841,21,1,186517
15413.42996,37378.04234,EMIRATES AIRLINE,671302,24,1,739964
15576.724,35574.617,EMIRATES AIRLINE,724704,17,4,689159
15829.985679,32693.968561,EMIRATES AIRLINE,654163,23,2,693483
15856.164,40111.513,EMIRATES AIRLINE,706579,19,3,764768
15863.181,38675.589,EMIRATES AIRLINE,597713,15,3,663330
15893.021,39046.656,EMIRATES AIRLINE,711265,16,4,651831
15930.421,39331.885,EMIRATES AIRLINE,718363,18,4,660699
15962.693,37889.381,EMIRATES AIRLINE,664205,15,1,733924
16006.892,38865.291,EMIRATES AIRLINE,700734,18,2,701659
16110.795972999998,28070.260778,EMIRATES AIRLINE,561461,22,3,714190
16155.161,40525.566,EMIRATES AIRLINE,687035,17,2,653347
16324.622,41270.291,EMIRATES AIRLINE,688133,16,2,671282
16371.419,40589.405,EMIRATES AIRLINE,752160,19,2,757572
16461.847560000002,27600.130126999997,EMIRATES AIRLINE,613911,22,2,672176
16926.934,37219.732,EMIRATES AIRLINE,668520,17,3,725600
17467.541,40626.466,EMIRATES AIRLINE,686310,19,1,753433
18165.784,40392.551,EMIRATES AIRLINE,670420,15,2,699481
18836.558,38247.133,EMIRATES AIRLINE,639081,18,3,706612
3182.3046700000004,10125.120635,EMIRATES AIRLINE,63206,20,3,53672
8680.235,24384.548,EMIRATES AIRLINE,469505,20,1,506740
9732.7327,16485.186769999997,EMIRATES AIRLINE,144212,20,4,127573
0.816,160.726,ETHIOPIAN AIRLINES,18596,19,3,21955
1027.985,3365.18,ETHIOPIAN AIRLINES,40814,22,3,48459
1202.261,3953.763,ETHIOPIAN AIRLINES,36531,22,2,42683
1476.486,5721.212,ETHIOPIAN AIRLINES,58116,24,1,78002
16.062,91.876,ETHIOPIAN AIRLINES,2798,21,4,2739
1700.663,3772.704,ETHIOPIAN AIRLINES,40278,17,3,43396
19.267,85.289,ETHIOPIAN AIRLINES,4913,21,3,5690
2083.31,5322.608,ETHIOPIAN AIRLINES,55321,18,2,66311
2127.658,3416.6,ETHIOPIAN AIRLINES,46605,17,2,57429
2129.531,4364.686,ETHIOPIAN AIRLINES,58188,18,3,60764
2136.718,3451.877,ETHIOPIAN AIRLINES,57289,17,4,53387
221.028,960.534,ETHIOPIAN AIRLINES,92285,19,4,87172
2304.622,3813.106,ETHIOPIAN AIRLINES,52736,18,1,66064
2495.837,4373.004,ETHIOPIAN AIRLINES,62203,18,4,58619
256.193,1681.065,ETHIOPIAN AIRLINES,39720,16,3,38488
2658.433,4477.331,ETHIOPIAN AIRLINES,59808,19,1,73186
266.743,2704.294,ETHIOPIAN AIRLINES,41159,23,2,50175
326.551,2930.322,ETHIOPIAN AIRLINES,27175,15,1,33188
34.255,92.047,ETHIOPIAN AIRLINES,2176,21,2,2586
34.282,116.336,ETHIOPIAN AIRLINES,3306,22,1,3438
342.395,2631.651,ETHIOPIAN AIRLINES,53773,23,3,61817
360.497,1436.437,ETHIOPIAN AIRLINES,33164,22,4,34117
399.651,3601.036,ETHIOPIAN AIRLINES,41304,16,2,46545
434.673,2052.939,ETHIOPIAN AIRLINES,32728,24,2,47314
45.926,66.245,ETHIOPIAN AIRLINES,9856,17,1,12790
46.249,177.586,ETHIOPIAN AIRLINES,987,20,2,4
47.076,399.506,ETHIOPIAN AIRLINES,21971,20,1,30026
48.655,171.799,ETHIOPIAN AIRLINES,1656,20,3,3086
524.741,1241.113,ETHIOPIAN AIRLINES,17222,16,1,18439
530.78,1857.52,ETHIOPIAN AIRLINES,41600,16,4,35895
560.217,2629.628,ETHIOPIAN AIRLINES,51212,23,1,67632
570.909,334.119,ETHIOPIAN AIRLINES,11556,15,4,10156
637.757,1656.021,ETHIOPIAN AIRLINES,39575,19,2,42171
73.771,85.44,ETHIOPIAN AIRLINES,612,20,4,2596
76.436,111.293,ETHIOPIAN AIRLINES,2041,21,1,2196
803.943,526.857,ETHIOPIAN AIRLINES,6658,15,2,7829
840.547,3306.3280000000004,ETHIOPIAN AIRLINES,73467,23,4,61146
957.36,2326.544,ETHIOPIAN AIRLINES,17530,15,3,17302
1156.066,1821.568,ETIHAD AIRLINES,39619,21,3,31316
1983.2865,3509.0865,ETIHAD AIRLINES,80496,22,2,94009
2089.274,4739.074,ETIHAD AIRLINES,334367,16,1,296980
2145.031,3849.796,ETIHAD AIRLINES,207651,19,1,239683
2233.512,7760.62,ETIHAD AIRLINES,342511,16,2,354746
2503.543,4802.223,ETIHAD AIRLINES,13843,20,4,7644
2643.552,4399.694,ETIHAD AIRLINES,251719,18,1,272210
2671.467,5429.876,ETIHAD AIRLINES,242784,23,4,240249
2673.6612,4828.944,ETIHAD AIRLINES,5406,20,3,6248
2718.2771000000002,4205.147,ETIHAD AIRLINES,108091,22,1,119413
2731.7017,6343.007,ETIHAD AIRLINES,201517,23,2,198814
2801.137,6579.479,ETIHAD AIRLINES,333516,17,4,296825
2810.9258999999997,6237.937,ETIHAD AIRLINES,180211,23,1,195222
2848.2367999999997,6987.533,ETIHAD AIRLINES,350136,19,4,300207
2919.5581,5490.4874,ETIHAD AIRLINES,121497,21,4,109995
2937.283,6239.216,ETIHAD AIRLINES,241350,15,2,238304
3025.425,4819.991,ETIHAD AIRLINES,281284,18,4,263689
3035.6636000000003,5794.7593,ETIHAD AIRLINES,250932,20,1,309415
3130.0350999999996,6379.6295,ETIHAD AIRLINES,184920,22,4,168951
3160.237,5209.999,ETIHAD AIRLINES,211303,15,1,246273
3232.5157000000004,5815.498,ETIHAD AIRLINES,219978,23,3,252041
3285.776,5366.075,ETIHAD AIRLINES,339387,19,3,384416
3305.355,7654.584,ETIHAD AIRLINES,366579,19,2,352958
3421.037,6322.341,ETIHAD AIRLINES,334013,16,3,363188
3540.154,5864.111,ETIHAD AIRLINES,274539,18,3,323607
3569.09,8229.478,ETIHAD AIRLINES,317645,17,3,361105
3592.321,8708.774,ETIHAD AIRLINES,391284,17,2,372047
3653.309,7583.993,ETIHAD AIRLINES,40201,21,2,10832
3710.2222,6324.851,ETIHAD AIRLINES,148566,22,3,165719
3753.9687000000004,7951.288,ETIHAD AIRLINES,342021,18,2,334186
3776.455,7013.385,ETIHAD AIRLINES,37699,21,1,20863
3900.417,8939.696,ETIHAD AIRLINES,347370,16,4,318933
3989.315,7269.576,ETIHAD AIRLINES,323412,17,1,369249
4083.524,10062.553,ETIHAD AIRLINES,333349,24,1,349118
4649.775,6833.737,ETIHAD AIRLINES,271943,15,3,297332
4668.34,53838.061,ETIHAD AIRLINES,309693,15,4,328092
477.4835,1889.551,ETIHAD AIRLINES,2543,20,2,107
6124.464,8125.043,ETIHAD AIRLINES,350351,24,2,330237
0,0,EVA AIRWAYS,0,15,1,0
0,0,EVA AIRWAYS,0,15,3,0
0,0,EVA AIRWAYS,0,17,1,0
0,0,EVA AIRWAYS,0,16,3,0
0,0,EVA AIRWAYS,0,17,2,0
0,0,EVA AIRWAYS,0,15,4,0
0,0,EVA AIRWAYS,0,16,4,0
0,0,EVA AIRWAYS,0,16,2,0
0,0,EVA AIRWAYS,0,15,2,0
0,0,EVA AIRWAYS,0,16,1,0
2958.016,7346.634,FEDERAL EXPRESS,0,24,2,0
2963.318,8225.5486,FEDERAL EXPRESS,0,20,2,0
3004.8,6618.703,FEDERAL EXPRESS,0,16,2,0
3017.148,7368.675,FEDERAL EXPRESS,0,18,1,0
3017.622,8580.446,FEDERAL EXPRESS,0,20,1,0
3024.0679999999998,5601.873,FEDERAL EXPRESS,0,23,4,0
3162.833,9125.409,FEDERAL EXPRESS,0,19,1,0
3173.703,6460.691,FEDERAL EXPRESS,0,15,1,0
3178.19,4766.104,FEDERAL EXPRESS,0,24,1,0
3178.32,6591.848,FEDERAL EXPRESS,0,17,1,0
3200.918,5797.405,FEDERAL EXPRESS,0,16,1,0
3240.577,8572.005,FEDERAL EXPRESS,0,19,2,0
3279.435,7999.731,FEDERAL EXPRESS,0,17,4,0
3408.755,7716.56,FEDERAL EXPRESS,0,18,3,0
3460.596,7598.447,FEDERAL EXPRESS,8884,19,3,8800
3528.061,7325.378,FEDERAL EXPRESS,0,23,2,0
3562.401,6413.008,FEDERAL EXPRESS,0,23,3,0
3589.298,5990.729,FEDERAL EXPRESS,0,16,3,0
3618.008,5874.282,FEDERAL EXPRESS,0,15,3,0
3646.239,7933.527,FEDERAL EXPRESS,0,17,3,0
3666.889,7974.16,FEDERAL EXPRESS,0,23,1,0
3687.593,8199.406,FEDERAL EXPRESS,0,18,4,0
3837.961,8501.89,FEDERAL EXPRESS,0,22,4,0
3980.396,6992.4,FEDERAL EXPRESS,0,16,4,0
4031.093,6462.207,FEDERAL EXPRESS,0,15,2,0
4120.635,7391.245,FEDERAL EXPRESS,0,17,2,0
4149.377,9080.908,FEDERAL EXPRESS,0,19,4,0
4323.84,11484.387,FEDERAL EXPRESS,0,22,3,0
4382.091,8035.086,FEDERAL EXPRESS,0,18,2,0
4394.67,10140.317,FEDERAL EXPRESS,0,21,1,0
4687.368,9064.221,FEDERAL EXPRESS,0,22,2,0
5051.144,11806.637,FEDERAL EXPRESS,0,21,3,0
5057.753,9695.198,FEDERAL EXPRESS,0,22,1,0
5227.262,10234.965,FEDERAL EXPRESS,0,21,2,0
5268.337,12869.191,FEDERAL EXPRESS,0,20,4,0
5507.212,11296.65,FEDERAL EXPRESS,0,21,4,0
5609.022,5807.762,FEDERAL EXPRESS,0,15,4,0
5872.089,10980.384,FEDERAL EXPRESS,495,20,3,465
1106.336,1220.923,FINN AIR,21450,22,3,26158
111.961,98.442,FINN AIR,1821,21,4,2791
306.386,519.621,FINN AIR,7309,16,3,8173
324.144,589.028,FINN AIR,9342,17,3,9214
324.349,620.264,FINN AIR,13564,16,4,10108
326.947,339.814,FINN AIR,8022,22,4,5254
379.814,663.384,FINN AIR,13101,15,4,10225
399.852,603.723,FINN AIR,6825,16,2,9313
415.506,580.364,FINN AIR,8242,15,3,8386
425.51,1346.81,FINN AIR,15807,23,3,21255
445.904,544.002,FINN AIR,14083,20,1,14371
463.251,608.447,FINN AIR,8083,17,2,9905
468.055,1289.527,FINN AIR,22941,23,4,16955
472.161,645.437,FINN AIR,6725,15,2,9884
473.708,1096.131,FINN AIR,16322,24,1,20877
474.357,937.576,FINN AIR,13214,16,1,14747
485.673,816.56,FINN AIR,14155,17,1,16850
525.048,1460.173,FINN AIR,14257,23,2,18044
525.889,724.138,FINN AIR,17039,17,4,13588
527.972,578.498,FINN AIR,19549,18,1,19708
549.764,910.819,FINN AIR,20906,19,4,17263
550.15,648.074,FINN AIR,10822,18,2,12873
561.75,528.309,FINN AIR,9768,22,1,10879
576.226,606.47,FINN AIR,11812,19,2,13295
583.102,1490.219,FINN AIR,15382,24,2,21578
603.307,581.008,FINN AIR,12238,18,3,10470
625.997,601.361,FINN AIR,12790,19,3,13252
627.749,874.155,FINN AIR,19813,23,1,24314
630.251,656.782,FINN AIR,18593,18,4,14430
672.29,821.915,FINN AIR,19557,19,1,22696
685.938,1125.368,FINN AIR,13673,15,1,15886
913.932,813.936,FINN AIR,14837,22,2,18649
0,0,FLY BAGHDAD,3807,23,4,4800
0,0,FLY BAGHDAD,3328,23,2,3507
0,0,FLY BAGHDAD,1696,24,1,1410
0,0,FLY BAGHDAD,3766,23,3,3704
130.757,1993.462,FLY DUBAI,149714,21,1,170995
142.66432,1548.1858300000001,FLY DUBAI,182281,21,4,197528
18.92,657.007,FLY DUBAI,61825,18,1,62246
185.31944000000001,1250.1455,FLY DUBAI,56573,21,3,110563
185.52303000000003,1330.51293,FLY DUBAI,150363,22,1,176461
22.226,740.521,FLY DUBAI,59410,17,3,64917
26.92,712.365,FLY DUBAI,58570,16,3,61633
33.029,476.422,FLY DUBAI,49463,20,1,52976
34.696,684.571,FLY DUBAI,59964,17,1,63136
35.409,722.458,FLY DUBAI,62852,17,4,62303
38.366,682.803,FLY DUBAI,44353,15,1,52821
38.827,469.828,FLY DUBAI,63910,23,4,64595
39.066,531.39497,FLY DUBAI,61698,24,2,59106
40.328,561.218,FLY DUBAI,60654,23,2,57182
43.888,683.516,FLY DUBAI,62621,16,4,60713
44.681,564.033,FLY DUBAI,64440,18,2,64088
46.54,762.751,FLY DUBAI,64586,17,2,63644
47.186,502.21342,FLY DUBAI,58552,24,1,64436
47.397,637.925,FLY DUBAI,60260,18,3,64967
50.511,630.216,FLY DUBAI,64834,18,4,64022
52.14,609.905,FLY DUBAI,60441,19,1,64145
55.022,545.524,FLY DUBAI,65058,22,4,61670
55.676,698.876,FLY DUBAI,64089,19,2,63373
58.239,775.999,FLY DUBAI,54340,15,3,58490
58.52,446.943,FLY DUBAI,57469,23,1,64119
61.478,662.176,FLY DUBAI,57804,22,2,58591
62.565,597.761,FLY DUBAI,64317,19,4,64644
63.843,802.785,FLY DUBAI,54653,15,2,57352
64.387,594.326,FLY DUBAI,60947,19,3,64845
66.345,784.755,FLY DUBAI,60985,16,2,61379
68.385,530.978,FLY DUBAI,55028,22,3,61126
71.862,768.764,FLY DUBAI,60056,16,1,62162
74.404,698.769,FLY DUBAI,57325,15,4,60470
77.017,525.439,FLY DUBAI,57758,23,3,64237
85.659,1193.534,FLY DUBAI,55368,21,2,46101
0,0,FLYNAS,0,21,4,522
0,23.419,FLYNAS,1476,20,2,0
0,26.594,FLYNAS,2383,18,4,2820
0,28.049,FLYNAS,1787,19,1,2917
0,56.811,FLYNAS,5725,20,3,9
0,62.562,FLYNAS,13343,19,3,24395
0.145,13.921,FLYNAS,3261,19,2,2978
113.208,410.623,FLYNAS,57662,23,4,61497
119.731,345.099,FLYNAS,37722,22,4,40550
128.617,497.37,FLYNAS,49248,23,2,49843
15.57,215.118,FLYNAS,26864,19,4,28782
180.177,372.974,FLYNAS,26691,22,2,35509
22.064,190.824,FLYNAS,16492,20,1,23711
32.724,273.914,FLYNAS,23773,22,3,42559
34.677,574.01,FLYNAS,60362,24,2,58177
62.317,616.119,FLYNAS,58966,24,1,66221
83.299,190.106,FLYNAS,9828,22,1,17931
94.195,409.814,FLYNAS,40105,23,3,51979
99.487,520.6,FLYNAS,44082,23,1,64032
1.346,77.642,GARUDA INDONESIA,3111,17,3,3363
115.572,259.713,GARUDA INDONESIA,4480,18,2,4626
147.911,191.186,GARUDA INDONESIA,2090,19,1,2904
15.24,65.773,GARUDA INDONESIA,4106,18,1,3908
2.319,73.009,GARUDA INDONESIA,4087,17,2,4154
287.156,403.027,GARUDA INDONESIA,6880,18,3,6555
3.815,73.245,GARUDA INDONESIA,4104,17,1,4386
378.012,524.721,GARUDA INDONESIA,6525,18,4,5220
7.361,92.039,GARUDA INDONESIA,4465,17,4,4282
0,0,GO AIR,10153,20,2,0
0,0,GO AIR,43542,19,1,46463
0,0,GO AIR,75680,19,2,76848
0,0,GO AIR,168582,19,4,167142
0,0,GO AIR,110592,19,3,128870
0,29.2955,GO AIR,71291,20,3,4724
0.502,36.042,GO AIR,110154,20,1,125052
0.57166,192.95924,GO AIR,27443,21,2,20573
13.139,220.089,GO AIR,74182,20,4,42856
145.72634,755.4034,GO AIR,141207,22,3,171587
158.17279000000002,727.20926,GO AIR,169432,22,4,181347
2.548,2.875,GO AIR,18825,18,4,23653
236.71117999999998,669.7391,GO AIR,171511,23,1,187638
309.583,771.24978,GO AIR,116384,21,4,139219
45.527629999999995,849.75453,GO AIR,117758,22,2,125306
48.2106,1424.60844,GO AIR,93144,22,1,130767
5.958,370.25831,GO AIR,95603,21,1,72499
57.08894,200.08,GO AIR,42921,23,2,48019
6.595,491.62044999999995,GO AIR,35715,21,3,66670
0.796,229.166,GULF AIR,7707,20,3,2848
117.84,1168.975,GULF AIR,116409,23,1,147154
138.533,1489.916,GULF AIR,102409,22,2,127303
14.656,287,GULF AIR,11012,21,1,9329
149.47,1881.411,GULF AIR,109300,16,1,112333
149.846,2178.419,GULF AIR,134537,19,1,136254
156.47,2048.257,GULF AIR,93074,15,3,98676
157.177,2154.981,GULF AIR,96473,17,3,102296
186.11,2042.974,GULF AIR,107653,16,4,96651
187.528,1859.306,GULF AIR,105020,16,3,105307
187.642,1830.488,GULF AIR,108071,15,4,96043
207.664,2012.828,GULF AIR,103064,17,1,109150
214.104,2004.237,GULF AIR,112900,16,2,105475
224.128,2453.003,GULF AIR,150658,19,2,139248
227.624,2127.474,GULF AIR,117248,17,2,98420
268.897,2063.344,GULF AIR,126414,18,3,130965
273.909,2373.998,GULF AIR,142907,18,4,126223
29.228,299.779,GULF AIR,12453,21,3,15058
297.008,2044.92,GULF AIR,104576,17,4,96124
3.528,459.824,GULF AIR,6894,20,2,341
316.575,1958.488,GULF AIR,100732,18,1,98512
36.66,1653.282,GULF AIR,144216,24,2,141047
360.339,1743.608,GULF AIR,125082,18,2,111763
38.795,431.989,GULF AIR,21180,21,4,26946
40.946,1553.367,GULF AIR,122671,24,1,143590
52.463,1340.99,GULF AIR,106725,23,3,145913
567.122,1728.489,GULF AIR,95280,15,1,108455
59.935,2124.721,GULF AIR,126595,19,3,143978
6.058,178.664,GULF AIR,9319,20,4,8852
